"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Overlap_Total_Target;Distance_from_Center;Marked_Word_Length;Overlap_Above;Overlap_Above_Percent;Overlap_Below;Overlap_Below_Percent;Overlap_Total;Overlap_Total_Percent;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;5;5;100;0;0;5;100;1;3;1;false;378;
"undefined";"undefined";"undefined";"undefined";10;3;1_none;2;5;0;0;0;0;0;0;1;2;1;false;375;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;5;0;0;3;60;3;60;1;8;1;false;405;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;7;0;0;0;0;0;0;1;10;1;false;322;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;4;0;0;2;50;2;50;1;5;1;false;422;
"undefined";"undefined";"undefined";"undefined";15;6;4_67-100;1;3;3;100;0;0;3;100;1;8;1;false;350;
"undefined";"undefined";"undefined";"undefined";6;5;2_1-33;0;9;0;0;6;67;6;67;1;3;1;false;626;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;4;1;25;2;50;3;75;1;4;1;false;485;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;4;2;50;2;50;4;100;1;4;1;false;372;
"undefined";"undefined";"undefined";"undefined";15;6;1_none;1;4;0;0;0;0;0;0;1;6;1;false;405;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;7;0;0;1;14;1;14;1;4;1;false;408;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;7;0;0;0;0;0;0;1;3;1;false;397;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;7;2;29;1;14;3;43;1;4;1;false;351;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;10;5;50;4;40;9;90;1;7;1;false;408;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;7;4;57;0;0;4;57;1;3;1;false;370;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;6;3;50;0;0;3;50;1;2;1;false;396;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;7;0;0;1;14;1;14;1;6;1;false;378;
"undefined";"undefined";"undefined";"undefined";6;5;3_34-66;0;8;0;0;6;75;6;75;1;6;1;false;370;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;4;2;50;2;50;4;100;1;9;1;false;432;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;6;2;33;0;0;2;33;1;8;1;false;391;
"undefined";"undefined";"undefined";"undefined";10;4;3_34-66;1;8;3;38;2;25;5;63;1;9;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;7;4;57;1;14;5;71;1;8;1;false;405;
"undefined";"undefined";"undefined";"undefined";15;5;2_1-33;0;3;1;33;0;0;1;33;1;3;1;false;349;
"undefined";"undefined";"undefined";"undefined";10;5;1_none;0;3;0;0;0;0;0;0;1;9;1;false;338;
"undefined";"undefined";"undefined";"undefined";10;7;2_1-33;2;7;0;0;1;14;1;14;1;2;1;false;372;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;5;3;60;0;0;3;60;1;5;1;false;331;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;7;0;0;0;0;0;0;1;3;1;false;391;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;6;0;0;0;0;0;0;1;3;1;false;376;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;7;0;0;1;14;1;14;1;6;1;false;382;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;5;0;0;0;0;0;0;1;6;1;false;377;
"undefined";"undefined";"undefined";"undefined";10;6;1_none;1;5;0;0;0;0;0;0;1;6;1;false;340;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;4;0;0;2;50;2;50;1;10;1;false;583;
"undefined";"undefined";"undefined";"undefined";15;8;2_1-33;3;4;0;0;0;0;0;0;1;5;1;false;432;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;5;4;80;0;0;4;80;1;1;1;true;384;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;6;0;0;0;0;0;0;1;6;1;false;352;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;3;2;67;0;0;2;67;1;5;1;false;373;
"undefined";"undefined";"undefined";"undefined";6;5;3_34-66;0;7;0;0;5;71;5;71;1;3;1;false;406;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;6;0;0;0;0;0;0;1;7;1;false;357;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;6;0;0;0;0;0;0;1;10;1;false;354;
"undefined";"undefined";"undefined";"undefined";10;7;2_1-33;2;5;1;20;0;0;1;20;1;2;1;false;356;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;3;1;33;1;33;2;67;1;2;1;false;382;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;5;0;0;0;0;0;0;1;5;1;false;380;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;5;0;0;3;60;3;60;1;10;1;false;572;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;6;2;33;0;0;2;33;1;6;1;false;422;
"undefined";"undefined";"undefined";"undefined";6;5;2_1-33;0;6;0;0;4;67;4;67;1;5;1;false;400;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;4;0;0;0;0;0;0;1;10;1;false;357;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;5;4;80;0;0;4;80;1;4;1;false;370;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;6;2;33;0;0;2;33;1;1;1;true;402;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;5;0;0;0;0;0;0;1;8;1;false;401;
"undefined";"undefined";"undefined";"undefined";6;4;2_1-33;1;14;0;0;6;43;6;43;1;8;1;false;468;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;9;0;0;0;0;0;0;1;6;1;false;417;
"undefined";"undefined";"undefined";"undefined";10;6;1_none;1;5;0;0;0;0;0;0;1;3;1;false;362;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;11;0;0;0;0;0;0;1;10;1;false;365;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;5;5;100;0;0;5;100;1;3;1;false;424;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;7;2;29;0;0;2;29;1;4;1;false;390;
"undefined";"undefined";"undefined";"undefined";6;4;2_1-33;1;4;0;0;2;50;2;50;1;10;1;false;441;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;5;1;20;3;60;4;80;1;1;1;true;377;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;7;5;71;0;0;5;71;1;6;1;false;412;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;5;3;60;0;0;3;60;1;6;1;false;374;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;5;4;80;0;0;4;80;1;9;1;false;330;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;6;3;50;0;0;3;50;1;3;1;false;339;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;5;3;60;0;0;3;60;1;6;1;false;386;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;4;2;50;0;0;2;50;1;2;1;false;437;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;5;1;20;0;0;1;20;1;3;1;false;384;
"undefined";"undefined";"undefined";"undefined";6;6;2_1-33;1;4;0;0;2;50;2;50;1;2;1;false;458;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;4;0;0;2;50;2;50;1;9;1;false;469;
"undefined";"undefined";"undefined";"undefined";10;5;3_34-66;0;9;3;33;3;33;6;67;1;6;1;false;401;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;5;3;60;0;0;3;60;1;8;1;false;374;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;4;3;75;0;0;3;75;1;6;1;false;411;
"undefined";"undefined";"undefined";"undefined";10;2;2_1-33;3;5;0;0;0;0;0;0;1;2;1;false;392;
"undefined";"undefined";"undefined";"undefined";15;7;3_34-66;2;3;1;33;0;0;1;33;1;2;1;false;380;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;4;0;0;2;50;2;50;1;5;1;false;629;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;6;0;0;0;0;0;0;1;7;1;false;374;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;6;0;0;4;67;4;67;1;1;1;true;382;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;6;6;100;0;0;6;100;1;8;1;false;451;
"undefined";"undefined";"undefined";"undefined";10;4;2_1-33;1;7;0;0;1;14;1;14;1;1;1;true;352;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;4;0;0;2;50;2;50;1;3;1;false;396;
"undefined";"undefined";"undefined";"undefined";6;5;2_1-33;0;5;0;0;3;60;3;60;1;5;1;false;379;
"undefined";"undefined";"undefined";"undefined";15;3;4_67-100;2;7;5;71;0;0;5;71;1;8;1;false;346;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;10;0;0;8;80;8;80;1;5;1;false;387;
"undefined";"undefined";"undefined";"undefined";15;6;4_67-100;1;4;3;75;0;0;3;75;1;8;1;false;376;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;3;1;33;1;33;2;67;1;7;1;false;433;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;6;3;50;0;0;3;50;1;9;1;false;360;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;3;1;33;0;0;1;33;1;3;1;false;379;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;2;2;100;0;0;2;100;1;6;1;false;604;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;7;5;71;1;14;6;86;1;1;1;true;364;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;3;2;67;1;33;3;100;1;8;1;false;405;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;6;0;0;0;0;0;0;1;10;1;false;390;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;9;0;0;6;67;6;67;1;4;1;false;443;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;7;1;14;0;0;1;14;1;6;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;4;3_34-66;1;3;2;67;0;0;2;67;1;5;1;false;364;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;7;1;14;5;71;6;86;1;2;1;false;434;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;4;4;100;0;0;4;100;1;6;1;false;403;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;9;2;22;3;33;5;56;1;8;1;false;418;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;4;0;0;2;50;2;50;1;7;1;false;402;
"undefined";"undefined";"undefined";"undefined";15;4;3_34-66;1;10;6;60;0;0;6;60;1;9;1;false;455;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;5;2;40;0;0;2;40;1;7;1;false;368;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;4;0;0;2;50;2;50;1;3;1;false;464;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;4;0;0;2;50;2;50;1;7;1;false;433;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;8;0;0;6;75;6;75;1;6;1;false;426;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;3;1;33;0;0;1;33;1;7;1;false;427;
"undefined";"undefined";"undefined";"undefined";6;8;1_none;3;6;0;0;4;67;4;67;1;5;1;false;413;
"undefined";"undefined";"undefined";"undefined";6;5;2_1-33;0;6;0;0;4;67;4;67;1;2;1;false;398;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;3;0;0;0;0;0;0;1;1;1;true;435;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;11;11;100;0;0;11;100;1;4;1;false;430;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;6;0;0;0;0;0;0;1;7;1;false;476;
"undefined";"undefined";"undefined";"undefined";15;5;2_1-33;0;6;0;0;0;0;0;0;1;5;1;false;363;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;9;0;0;3;33;3;33;1;7;1;false;384;
"undefined";"undefined";"undefined";"undefined";10;5;2_1-33;0;7;0;0;1;14;1;14;1;2;1;false;359;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;7;2;29;0;0;2;29;1;7;1;false;334;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;6;1;17;0;0;1;17;1;3;1;false;348;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;8;4;50;0;0;4;50;1;9;1;false;426;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;7;2;29;0;0;2;29;1;7;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;4;0;0;2;50;2;50;1;2;1;false;433;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;6;0;0;0;0;0;0;1;2;1;false;371;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;4;0;0;0;0;0;0;1;7;1;false;408;
"undefined";"undefined";"undefined";"undefined";10;4;3_34-66;1;6;2;33;0;0;2;33;1;5;1;false;388;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;5;1;20;0;0;1;20;1;7;1;false;457;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;8;1;13;6;75;7;88;1;4;1;false;379;
"undefined";"undefined";"undefined";"undefined";10;6;2_1-33;1;4;1;25;0;0;1;25;1;8;1;false;350;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;7;5;71;1;14;6;86;1;7;1;false;361;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;4;1;25;2;50;3;75;1;1;1;true;437;
"undefined";"undefined";"undefined";"undefined";6;4;2_1-33;1;6;0;0;4;67;4;67;1;4;1;false;372;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;6;0;0;4;67;4;67;1;3;1;false;384;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;4;0;0;0;0;0;0;1;9;1;false;730;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;5;4;80;0;0;4;80;1;9;1;false;426;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;10;1;10;8;80;9;90;1;7;1;false;446;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;4;1;25;2;50;3;75;1;4;1;false;372;
"undefined";"undefined";"undefined";"undefined";6;6;3_34-66;1;4;0;0;2;50;2;50;1;1;1;true;381;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;4;2;50;2;50;4;100;1;2;1;false;406;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;9;8;89;0;0;8;89;1;4;1;false;657;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;4;2;50;0;0;2;50;1;10;1;false;377;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;6;0;0;4;67;4;67;1;2;1;false;396;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;4;3;75;0;0;3;75;1;9;1;false;405;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;6;6;100;0;0;6;100;1;5;1;false;371;
"undefined";"undefined";"undefined";"undefined";15;4;1_none;1;6;0;0;0;0;0;0;1;6;1;false;389;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;8;0;0;6;75;6;75;1;4;1;false;358;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;7;5;71;1;14;6;86;1;1;1;true;367;
"undefined";"undefined";"undefined";"undefined";10;8;2_1-33;3;12;0;0;6;50;6;50;1;4;1;false;375;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;7;1;14;5;71;6;86;1;3;1;false;519;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;3;1;33;1;33;2;67;1;9;1;false;436;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;8;8;100;0;0;8;100;1;5;1;false;413;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;4;0;0;0;0;0;0;1;6;1;false;393;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;5;4;80;0;0;4;80;1;6;1;false;419;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;5;0;0;3;60;3;60;1;7;1;false;365;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;10;2;20;4;40;6;60;1;6;1;false;403;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;5;0;0;0;0;0;0;1;8;1;false;366;
"undefined";"undefined";"undefined";"undefined";15;2;3_34-66;3;6;3;50;0;0;3;50;1;3;1;false;459;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;4;4;100;0;0;4;100;1;9;1;false;401;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;5;2;40;3;60;5;100;1;9;1;false;500;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;5;1;20;3;60;4;80;1;6;1;false;464;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;4;0;0;0;0;0;0;1;4;1;false;367;
"undefined";"undefined";"undefined";"undefined";15;4;3_34-66;1;5;3;60;0;0;3;60;1;4;1;false;386;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;5;3;60;0;0;3;60;1;9;1;false;432;
"undefined";"undefined";"undefined";"undefined";15;3;2_1-33;2;2;0;0;0;0;0;0;1;10;1;false;423;
"undefined";"undefined";"undefined";"undefined";10;7;2_1-33;2;11;0;0;5;45;5;45;1;8;1;false;376;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;5;1;20;0;0;1;20;1;5;1;false;399;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;7;0;0;1;14;1;14;1;2;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;5;0;0;3;60;3;60;1;8;1;false;580;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;8;0;0;2;25;2;25;1;7;1;false;431;
"undefined";"undefined";"undefined";"undefined";6;4;3_34-66;1;7;0;0;5;71;5;71;1;5;1;false;488;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;5;0;0;3;60;3;60;1;6;1;false;487;
"undefined";"undefined";"undefined";"undefined";10;4;3_34-66;1;5;2;40;0;0;2;40;1;10;1;false;377;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;4;2;50;0;0;2;50;1;9;1;false;390;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;8;4;50;2;25;6;75;1;4;1;false;410;
"undefined";"undefined";"undefined";"undefined";15;6;4_67-100;1;2;1;50;0;0;1;50;1;8;1;false;406;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;4;3;75;0;0;3;75;1;10;1;false;398;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;5;0;0;3;60;3;60;1;4;1;false;426;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;6;1;17;4;67;5;83;1;2;1;false;536;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;8;0;0;6;75;6;75;1;9;1;false;402;
"undefined";"undefined";"undefined";"undefined";15;8;2_1-33;3;7;2;29;0;0;2;29;1;8;1;false;402;
"undefined";"undefined";"undefined";"undefined";10;2;3_34-66;3;5;2;40;0;0;2;40;1;10;1;false;423;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;8;1;13;2;25;3;38;1;8;1;false;358;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;4;1;25;0;0;1;25;1;8;1;false;442;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;6;5;83;0;0;5;83;1;6;1;false;395;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;6;1;17;0;0;1;17;1;6;1;false;367;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;6;5;83;0;0;5;83;1;8;1;false;370;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;8;5;63;2;25;7;88;1;6;1;false;361;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;5;4;80;0;0;4;80;1;6;1;false;430;
"undefined";"undefined";"undefined";"undefined";10;8;3_34-66;3;4;2;50;0;0;2;50;1;3;1;false;408;
"undefined";"undefined";"undefined";"undefined";6;5;2_1-33;0;4;0;0;2;50;2;50;1;1;1;true;369;
"undefined";"undefined";"undefined";"undefined";10;6;3_34-66;1;3;2;67;0;0;2;67;1;3;1;false;394;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;3;2;67;1;33;3;100;1;8;1;false;431;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;7;4;57;1;14;5;71;1;8;1;false;418;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;9;3;33;0;0;3;33;1;5;1;false;392;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;3;2;67;0;0;2;67;1;3;1;false;354;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;9;0;0;6;67;6;67;1;2;1;false;442;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;4;4;100;0;0;4;100;1;2;1;false;365;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;6;0;0;4;67;4;67;1;3;1;false;551;
"undefined";"undefined";"undefined";"undefined";10;5;1_none;0;3;0;0;0;0;0;0;1;10;1;false;460;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;5;0;0;0;0;0;0;1;2;1;false;480;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;5;0;0;3;60;3;60;1;6;1;false;445;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;4;0;0;2;50;2;50;1;4;1;false;516;
"undefined";"undefined";"undefined";"undefined";15;4;3_34-66;1;5;3;60;0;0;3;60;1;6;1;false;360;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;4;3;75;0;0;3;75;1;6;1;false;441;
"undefined";"undefined";"undefined";"undefined";15;5;2_1-33;0;3;1;33;0;0;1;33;1;2;1;false;473;
"undefined";"undefined";"undefined";"undefined";10;2;1_none;3;6;0;0;0;0;0;0;1;1;1;true;447;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;4;0;0;2;50;2;50;1;7;1;false;366;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;9;0;0;0;0;0;0;1;6;1;false;354;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;4;0;0;2;50;2;50;1;3;1;false;464;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;4;0;0;2;50;2;50;1;1;1;true;427;
"undefined";"undefined";"undefined";"undefined";6;2;3_34-66;3;5;0;0;3;60;3;60;1;7;1;false;490;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;4;0;0;0;0;0;0;1;6;1;false;373;
"undefined";"undefined";"undefined";"undefined";15;5;2_1-33;0;4;1;25;0;0;1;25;1;5;1;false;419;
"undefined";"undefined";"undefined";"undefined";6;5;3_34-66;0;9;0;0;6;67;6;67;1;9;1;false;401;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;4;0;0;2;50;2;50;1;10;1;false;361;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;5;5;100;0;0;5;100;1;9;1;false;332;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;5;1;20;0;0;1;20;1;8;1;false;377;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;8;6;75;0;0;6;75;1;8;1;false;408;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;6;2;33;0;0;2;33;1;3;1;false;360;
"undefined";"undefined";"undefined";"undefined";10;6;2_1-33;1;5;1;20;0;0;1;20;1;10;1;false;382;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;6;0;0;4;67;4;67;1;9;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;4;0;0;2;50;2;50;1;1;1;true;574;
"undefined";"undefined";"undefined";"undefined";10;6;3_34-66;1;7;3;43;1;14;4;57;1;6;1;false;355;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;4;2;50;0;0;2;50;1;9;1;false;348;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;5;3;60;0;0;3;60;1;3;1;false;383;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;9;1;11;3;33;4;44;1;8;1;false;410;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;3;0;0;1;33;1;33;1;4;1;false;430;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;2;0;0;0;0;0;0;1;5;1;false;412;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;4;3;75;0;0;3;75;1;4;1;false;375;
"undefined";"undefined";"undefined";"undefined";10;3;3_34-66;2;8;3;38;2;25;5;63;1;8;1;false;425;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;6;5;83;0;0;5;83;1;7;1;false;411;
"undefined";"undefined";"undefined";"undefined";6;8;2_1-33;3;4;0;0;2;50;2;50;1;8;1;false;466;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;2;0;0;0;0;0;0;1;10;1;false;479;
"undefined";"undefined";"undefined";"undefined";15;2;2_1-33;3;5;1;20;0;0;1;20;1;1;1;true;394;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;5;0;0;3;60;3;60;1;7;1;false;392;
"undefined";"undefined";"undefined";"undefined";6;6;3_34-66;1;5;0;0;3;60;3;60;1;3;1;false;370;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;6;6;100;0;0;6;100;1;1;1;true;399;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;7;0;0;0;0;0;0;1;6;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;4;2;50;2;50;4;100;1;9;1;false;394;
"undefined";"undefined";"undefined";"undefined";10;6;1_none;1;6;0;0;0;0;0;0;1;8;1;false;364;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;2;2;100;0;0;2;100;1;10;1;false;411;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;7;2;29;1;14;3;43;1;1;1;true;468;
"undefined";"undefined";"undefined";"undefined";6;8;4_67-100;3;5;1;20;3;60;4;80;1;7;1;false;430;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;4;0;0;0;0;0;0;1;6;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;4;4_67-100;1;4;3;75;0;0;3;75;1;10;1;false;366;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;9;1;11;7;78;8;89;1;7;1;false;409;
"undefined";"undefined";"undefined";"undefined";15;5;4_67-100;0;7;6;86;0;0;6;86;1;6;1;false;393;
"undefined";"undefined";"undefined";"undefined";6;5;3_34-66;0;5;0;0;3;60;3;60;1;5;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;3;1_none;2;6;0;0;0;0;0;0;1;4;1;false;350;
"undefined";"undefined";"undefined";"undefined";15;2;3_34-66;3;5;3;60;0;0;3;60;1;2;1;false;363;
"undefined";"undefined";"undefined";"undefined";15;8;4_67-100;3;13;11;85;2;15;13;100;1;5;1;false;382;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;7;0;0;0;0;0;0;1;4;1;false;423;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;6;0;0;4;67;4;67;1;4;1;false;521;
